"codeID","code","selfirst","selend","caseID","caseName","catID","catName","fileID"
69,"everyone learning",1516,1584,5,"02.A-Remote",16,"promotion",11
69,"everyone learning",1516,1584,5,"02.A-Remote",18,"vision",11
69,"everyone learning",1516,1584,7,"02.C-Remote (Evidence)",16,"promotion",11
69,"everyone learning",1516,1584,7,"02.C-Remote (Evidence)",18,"vision",11
70,"social competences",1591,1697,5,"02.A-Remote",16,"promotion",11
70,"social competences",1591,1697,5,"02.A-Remote",18,"vision",11
70,"social competences",1591,1697,7,"02.C-Remote (Evidence)",16,"promotion",11
70,"social competences",1591,1697,7,"02.C-Remote (Evidence)",18,"vision",11
15,"academic achievements",1760,1979,5,"02.A-Remote",12,"assess",11
15,"academic achievements",1760,1979,5,"02.A-Remote",18,"vision",11
15,"academic achievements",1760,1979,7,"02.C-Remote (Evidence)",12,"assess",11
15,"academic achievements",1760,1979,7,"02.C-Remote (Evidence)",18,"vision",11
23,"free Internet access",156,221,5,"02.A-Remote",13,"distribution",12
23,"free Internet access",156,221,5,"02.A-Remote",20,"infrastructure",12
23,"free Internet access",156,221,8,"02.D-Remote (Strategies)",13,"distribution",12
23,"free Internet access",156,221,8,"02.D-Remote (Strategies)",20,"infrastructure",12
23,"free Internet access",156,221,10,"02.F-Remote (Strategies: Infrastructure)",13,"distribution",12
23,"free Internet access",156,221,10,"02.F-Remote (Strategies: Infrastructure)",20,"infrastructure",12
13,"education TV",233,275,5,"02.A-Remote",13,"distribution",12
13,"education TV",233,275,5,"02.A-Remote",19,"material",12
13,"education TV",233,275,5,"02.A-Remote",20,"infrastructure",12
13,"education TV",233,275,8,"02.D-Remote (Strategies)",13,"distribution",12
13,"education TV",233,275,8,"02.D-Remote (Strategies)",19,"material",12
13,"education TV",233,275,8,"02.D-Remote (Strategies)",20,"infrastructure",12
13,"education TV",233,275,10,"02.F-Remote (Strategies: Infrastructure)",13,"distribution",12
13,"education TV",233,275,10,"02.F-Remote (Strategies: Infrastructure)",19,"material",12
13,"education TV",233,275,10,"02.F-Remote (Strategies: Infrastructure)",20,"infrastructure",12
1,"paper-based material",278,372,5,"02.A-Remote",13,"distribution",12
1,"paper-based material",278,372,5,"02.A-Remote",19,"material",12
1,"paper-based material",278,372,8,"02.D-Remote (Strategies)",13,"distribution",12
1,"paper-based material",278,372,8,"02.D-Remote (Strategies)",19,"material",12
1,"paper-based material",278,372,10,"02.F-Remote (Strategies: Infrastructure)",13,"distribution",12
1,"paper-based material",278,372,10,"02.F-Remote (Strategies: Infrastructure)",19,"material",12
24,"equipment for teaching",376,516,5,"02.A-Remote",13,"distribution",12
24,"equipment for teaching",376,516,5,"02.A-Remote",20,"infrastructure",12
24,"equipment for teaching",376,516,8,"02.D-Remote (Strategies)",13,"distribution",12
24,"equipment for teaching",376,516,8,"02.D-Remote (Strategies)",20,"infrastructure",12
24,"equipment for teaching",376,516,10,"02.F-Remote (Strategies: Infrastructure)",13,"distribution",12
24,"equipment for teaching",376,516,10,"02.F-Remote (Strategies: Infrastructure)",20,"infrastructure",12
25,"equipment for students",518,717,5,"02.A-Remote",13,"distribution",12
25,"equipment for students",518,717,5,"02.A-Remote",20,"infrastructure",12
25,"equipment for students",518,717,8,"02.D-Remote (Strategies)",13,"distribution",12
25,"equipment for students",518,717,8,"02.D-Remote (Strategies)",20,"infrastructure",12
25,"equipment for students",518,717,10,"02.F-Remote (Strategies: Infrastructure)",13,"distribution",12
25,"equipment for students",518,717,10,"02.F-Remote (Strategies: Infrastructure)",20,"infrastructure",12
24,"equipment for teaching",724,792,5,"02.A-Remote",13,"distribution",12
24,"equipment for teaching",724,792,5,"02.A-Remote",20,"infrastructure",12
24,"equipment for teaching",724,792,8,"02.D-Remote (Strategies)",13,"distribution",12
24,"equipment for teaching",724,792,8,"02.D-Remote (Strategies)",20,"infrastructure",12
24,"equipment for teaching",724,792,10,"02.F-Remote (Strategies: Infrastructure)",13,"distribution",12
24,"equipment for teaching",724,792,10,"02.F-Remote (Strategies: Infrastructure)",20,"infrastructure",12
33,"trainning courses",152,392,5,"02.A-Remote",8,"training",13
33,"trainning courses",152,392,5,"02.A-Remote",13,"distribution",13
33,"trainning courses",152,392,5,"02.A-Remote",17,"expertise",13
33,"trainning courses",152,392,8,"02.D-Remote (Strategies)",8,"training",13
33,"trainning courses",152,392,8,"02.D-Remote (Strategies)",13,"distribution",13
33,"trainning courses",152,392,8,"02.D-Remote (Strategies)",17,"expertise",13
33,"trainning courses",152,392,11,"02.G-Remote (Strategies: Expertise)",8,"training",13
33,"trainning courses",152,392,11,"02.G-Remote (Strategies: Expertise)",13,"distribution",13
33,"trainning courses",152,392,11,"02.G-Remote (Strategies: Expertise)",17,"expertise",13
30,"training event",394,465,5,"02.A-Remote",8,"training",13
30,"training event",394,465,5,"02.A-Remote",13,"distribution",13
30,"training event",394,465,5,"02.A-Remote",17,"expertise",13
30,"training event",394,465,8,"02.D-Remote (Strategies)",8,"training",13
30,"training event",394,465,8,"02.D-Remote (Strategies)",13,"distribution",13
30,"training event",394,465,8,"02.D-Remote (Strategies)",17,"expertise",13
30,"training event",394,465,11,"02.G-Remote (Strategies: Expertise)",8,"training",13
30,"training event",394,465,11,"02.G-Remote (Strategies: Expertise)",13,"distribution",13
30,"training event",394,465,11,"02.G-Remote (Strategies: Expertise)",17,"expertise",13
33,"trainning courses",546,869,5,"02.A-Remote",8,"training",13
33,"trainning courses",546,869,5,"02.A-Remote",13,"distribution",13
33,"trainning courses",546,869,5,"02.A-Remote",17,"expertise",13
33,"trainning courses",546,869,8,"02.D-Remote (Strategies)",8,"training",13
33,"trainning courses",546,869,8,"02.D-Remote (Strategies)",13,"distribution",13
33,"trainning courses",546,869,8,"02.D-Remote (Strategies)",17,"expertise",13
33,"trainning courses",546,869,11,"02.G-Remote (Strategies: Expertise)",8,"training",13
33,"trainning courses",546,869,11,"02.G-Remote (Strategies: Expertise)",13,"distribution",13
33,"trainning courses",546,869,11,"02.G-Remote (Strategies: Expertise)",17,"expertise",13
57,"num of graduates",877,1044,5,"02.A-Remote",12,"assess",13
57,"num of graduates",877,1044,5,"02.A-Remote",18,"vision",13
57,"num of graduates",877,1044,5,"02.A-Remote",19,"material",13
57,"num of graduates",877,1044,8,"02.D-Remote (Strategies)",12,"assess",13
57,"num of graduates",877,1044,8,"02.D-Remote (Strategies)",18,"vision",13
57,"num of graduates",877,1044,8,"02.D-Remote (Strategies)",19,"material",13
57,"num of graduates",877,1044,11,"02.G-Remote (Strategies: Expertise)",12,"assess",13
57,"num of graduates",877,1044,11,"02.G-Remote (Strategies: Expertise)",18,"vision",13
57,"num of graduates",877,1044,11,"02.G-Remote (Strategies: Expertise)",19,"material",13
20,"num of subscription for training",1046,1298,5,"02.A-Remote",12,"assess",13
20,"num of subscription for training",1046,1298,5,"02.A-Remote",18,"vision",13
20,"num of subscription for training",1046,1298,5,"02.A-Remote",19,"material",13
20,"num of subscription for training",1046,1298,8,"02.D-Remote (Strategies)",12,"assess",13
20,"num of subscription for training",1046,1298,8,"02.D-Remote (Strategies)",18,"vision",13
20,"num of subscription for training",1046,1298,8,"02.D-Remote (Strategies)",19,"material",13
20,"num of subscription for training",1046,1298,11,"02.G-Remote (Strategies: Expertise)",12,"assess",13
20,"num of subscription for training",1046,1298,11,"02.G-Remote (Strategies: Expertise)",18,"vision",13
20,"num of subscription for training",1046,1298,11,"02.G-Remote (Strategies: Expertise)",19,"material",13
34,"digital competences",1308,1506,5,"02.A-Remote",12,"assess",13
34,"digital competences",1308,1506,5,"02.A-Remote",17,"expertise",13
34,"digital competences",1308,1506,5,"02.A-Remote",18,"vision",13
34,"digital competences",1308,1506,8,"02.D-Remote (Strategies)",12,"assess",13
34,"digital competences",1308,1506,8,"02.D-Remote (Strategies)",17,"expertise",13
34,"digital competences",1308,1506,8,"02.D-Remote (Strategies)",18,"vision",13
34,"digital competences",1308,1506,11,"02.G-Remote (Strategies: Expertise)",12,"assess",13
34,"digital competences",1308,1506,11,"02.G-Remote (Strategies: Expertise)",17,"expertise",13
34,"digital competences",1308,1506,11,"02.G-Remote (Strategies: Expertise)",18,"vision",13
15,"academic achievements",1508,1856,5,"02.A-Remote",12,"assess",13
15,"academic achievements",1508,1856,5,"02.A-Remote",18,"vision",13
15,"academic achievements",1508,1856,8,"02.D-Remote (Strategies)",12,"assess",13
15,"academic achievements",1508,1856,8,"02.D-Remote (Strategies)",18,"vision",13
15,"academic achievements",1508,1856,11,"02.G-Remote (Strategies: Expertise)",12,"assess",13
15,"academic achievements",1508,1856,11,"02.G-Remote (Strategies: Expertise)",18,"vision",13
37,"Google products",133,618,5,"02.A-Remote",13,"distribution",14
37,"Google products",133,618,5,"02.A-Remote",19,"material",14
37,"Google products",133,618,5,"02.A-Remote",20,"infrastructure",14
37,"Google products",133,618,8,"02.D-Remote (Strategies)",13,"distribution",14
37,"Google products",133,618,8,"02.D-Remote (Strategies)",19,"material",14
37,"Google products",133,618,8,"02.D-Remote (Strategies)",20,"infrastructure",14
37,"Google products",133,618,12,"02.H-Remote (Strategies: Material)",13,"distribution",14
37,"Google products",133,618,12,"02.H-Remote (Strategies: Material)",19,"material",14
37,"Google products",133,618,12,"02.H-Remote (Strategies: Material)",20,"infrastructure",14
46,"learning platforms",634,962,5,"02.A-Remote",13,"distribution",14
46,"learning platforms",634,962,5,"02.A-Remote",14,"development",14
46,"learning platforms",634,962,5,"02.A-Remote",19,"material",14
46,"learning platforms",634,962,5,"02.A-Remote",20,"infrastructure",14
46,"learning platforms",634,962,8,"02.D-Remote (Strategies)",13,"distribution",14
46,"learning platforms",634,962,8,"02.D-Remote (Strategies)",14,"development",14
46,"learning platforms",634,962,8,"02.D-Remote (Strategies)",19,"material",14
46,"learning platforms",634,962,8,"02.D-Remote (Strategies)",20,"infrastructure",14
46,"learning platforms",634,962,12,"02.H-Remote (Strategies: Material)",13,"distribution",14
46,"learning platforms",634,962,12,"02.H-Remote (Strategies: Material)",14,"development",14
46,"learning platforms",634,962,12,"02.H-Remote (Strategies: Material)",19,"material",14
46,"learning platforms",634,962,12,"02.H-Remote (Strategies: Material)",20,"infrastructure",14
27,"management units",130,314,13,"03.A-Hybrid",14,"development",15
27,"management units",130,314,13,"03.A-Hybrid",15,"collaboration",15
27,"management units",130,314,13,"03.A-Hybrid",18,"vision",15
27,"management units",130,314,14,"03.B-Hybrid (Adoption)",14,"development",15
27,"management units",130,314,14,"03.B-Hybrid (Adoption)",15,"collaboration",15
27,"management units",130,314,14,"03.B-Hybrid (Adoption)",18,"vision",15
4,"guidelines to remote learning",323,747,13,"03.A-Hybrid",14,"development",15
4,"guidelines to remote learning",323,747,13,"03.A-Hybrid",18,"vision",15
4,"guidelines to remote learning",323,747,14,"03.B-Hybrid (Adoption)",14,"development",15
4,"guidelines to remote learning",323,747,14,"03.B-Hybrid (Adoption)",18,"vision",15
72,"conceptualization of remote learning",301,595,13,"03.A-Hybrid",18,"vision",16
72,"conceptualization of remote learning",301,595,15,"03.C-Hybrid (Planning)",18,"vision",16
27,"management units",597,1056,13,"03.A-Hybrid",14,"development",16
27,"management units",597,1056,13,"03.A-Hybrid",15,"collaboration",16
27,"management units",597,1056,13,"03.A-Hybrid",18,"vision",16
27,"management units",597,1056,15,"03.C-Hybrid (Planning)",14,"development",16
27,"management units",597,1056,15,"03.C-Hybrid (Planning)",15,"collaboration",16
27,"management units",597,1056,15,"03.C-Hybrid (Planning)",18,"vision",16
24,"equipment for teaching",106,284,13,"03.A-Hybrid",13,"distribution",17
24,"equipment for teaching",106,284,13,"03.A-Hybrid",20,"infrastructure",17
24,"equipment for teaching",106,284,16,"03.D-Hybrid (Investment)",13,"distribution",17
24,"equipment for teaching",106,284,16,"03.D-Hybrid (Investment)",20,"infrastructure",17
25,"equipment for students",291,369,13,"03.A-Hybrid",13,"distribution",17
25,"equipment for students",291,369,13,"03.A-Hybrid",20,"infrastructure",17
25,"equipment for students",291,369,16,"03.D-Hybrid (Investment)",13,"distribution",17
25,"equipment for students",291,369,16,"03.D-Hybrid (Investment)",20,"infrastructure",17
24,"equipment for teaching",376,448,13,"03.A-Hybrid",13,"distribution",17
24,"equipment for teaching",376,448,13,"03.A-Hybrid",20,"infrastructure",17
24,"equipment for teaching",376,448,16,"03.D-Hybrid (Investment)",13,"distribution",17
24,"equipment for teaching",376,448,16,"03.D-Hybrid (Investment)",20,"infrastructure",17
24,"equipment for teaching",455,617,13,"03.A-Hybrid",13,"distribution",17
24,"equipment for teaching",455,617,13,"03.A-Hybrid",20,"infrastructure",17
24,"equipment for teaching",455,617,16,"03.D-Hybrid (Investment)",13,"distribution",17
24,"equipment for teaching",455,617,16,"03.D-Hybrid (Investment)",20,"infrastructure",17
46,"learning platforms",624,759,13,"03.A-Hybrid",13,"distribution",17
46,"learning platforms",624,759,13,"03.A-Hybrid",14,"development",17
46,"learning platforms",624,759,13,"03.A-Hybrid",19,"material",17
46,"learning platforms",624,759,13,"03.A-Hybrid",20,"infrastructure",17
46,"learning platforms",624,759,16,"03.D-Hybrid (Investment)",13,"distribution",17
46,"learning platforms",624,759,16,"03.D-Hybrid (Investment)",14,"development",17
46,"learning platforms",624,759,16,"03.D-Hybrid (Investment)",19,"material",17
46,"learning platforms",624,759,16,"03.D-Hybrid (Investment)",20,"infrastructure",17
18,"learning contents",765,910,13,"03.A-Hybrid",14,"development",17
18,"learning contents",765,910,13,"03.A-Hybrid",19,"material",17
18,"learning contents",765,910,16,"03.D-Hybrid (Investment)",14,"development",17
18,"learning contents",765,910,16,"03.D-Hybrid (Investment)",19,"material",17
34,"digital competences",152,395,5,"02.A-Remote",12,"assess",18
34,"digital competences",152,395,5,"02.A-Remote",17,"expertise",18
34,"digital competences",152,395,5,"02.A-Remote",18,"vision",18
34,"digital competences",152,395,7,"02.C-Remote (Evidence)",12,"assess",18
34,"digital competences",152,395,7,"02.C-Remote (Evidence)",17,"expertise",18
34,"digital competences",152,395,7,"02.C-Remote (Evidence)",18,"vision",18
20,"num of subscription for training",397,629,5,"02.A-Remote",12,"assess",18
20,"num of subscription for training",397,629,5,"02.A-Remote",18,"vision",18
20,"num of subscription for training",397,629,5,"02.A-Remote",19,"material",18
20,"num of subscription for training",397,629,7,"02.C-Remote (Evidence)",12,"assess",18
20,"num of subscription for training",397,629,7,"02.C-Remote (Evidence)",18,"vision",18
20,"num of subscription for training",397,629,7,"02.C-Remote (Evidence)",19,"material",18
55,"media access",631,805,5,"02.A-Remote",12,"assess",18
55,"media access",631,805,5,"02.A-Remote",18,"vision",18
55,"media access",631,805,5,"02.A-Remote",19,"material",18
55,"media access",631,805,7,"02.C-Remote (Evidence)",12,"assess",18
55,"media access",631,805,7,"02.C-Remote (Evidence)",18,"vision",18
55,"media access",631,805,7,"02.C-Remote (Evidence)",19,"material",18
34,"digital competences",1746,2117,5,"02.A-Remote",12,"assess",18
34,"digital competences",1746,2117,5,"02.A-Remote",17,"expertise",18
34,"digital competences",1746,2117,5,"02.A-Remote",18,"vision",18
34,"digital competences",1746,2117,7,"02.C-Remote (Evidence)",12,"assess",18
34,"digital competences",1746,2117,7,"02.C-Remote (Evidence)",17,"expertise",18
34,"digital competences",1746,2117,7,"02.C-Remote (Evidence)",18,"vision",18
15,"academic achievements",2127,2478,5,"02.A-Remote",12,"assess",18
15,"academic achievements",2127,2478,5,"02.A-Remote",18,"vision",18
15,"academic achievements",2127,2478,7,"02.C-Remote (Evidence)",12,"assess",18
15,"academic achievements",2127,2478,7,"02.C-Remote (Evidence)",18,"vision",18
52,"schools actions reports",2480,2781,5,"02.A-Remote",12,"assess",18
52,"schools actions reports",2480,2781,5,"02.A-Remote",18,"vision",18
52,"schools actions reports",2480,2781,7,"02.C-Remote (Evidence)",12,"assess",18
52,"schools actions reports",2480,2781,7,"02.C-Remote (Evidence)",18,"vision",18
27,"management units",150,325,5,"02.A-Remote",14,"development",19
27,"management units",150,325,5,"02.A-Remote",15,"collaboration",19
27,"management units",150,325,5,"02.A-Remote",18,"vision",19
27,"management units",150,325,6,"02.B-Remote (Goals)",14,"development",19
27,"management units",150,325,6,"02.B-Remote (Goals)",15,"collaboration",19
27,"management units",150,325,6,"02.B-Remote (Goals)",18,"vision",19
34,"digital competences",655,1275,5,"02.A-Remote",12,"assess",19
34,"digital competences",655,1275,5,"02.A-Remote",17,"expertise",19
34,"digital competences",655,1275,5,"02.A-Remote",18,"vision",19
34,"digital competences",655,1275,6,"02.B-Remote (Goals)",12,"assess",19
34,"digital competences",655,1275,6,"02.B-Remote (Goals)",17,"expertise",19
34,"digital competences",655,1275,6,"02.B-Remote (Goals)",18,"vision",19
30,"training event",1451,2444,5,"02.A-Remote",8,"training",19
30,"training event",1451,2444,5,"02.A-Remote",13,"distribution",19
30,"training event",1451,2444,5,"02.A-Remote",17,"expertise",19
30,"training event",1451,2444,6,"02.B-Remote (Goals)",8,"training",19
30,"training event",1451,2444,6,"02.B-Remote (Goals)",13,"distribution",19
30,"training event",1451,2444,6,"02.B-Remote (Goals)",17,"expertise",19
4,"guidelines to remote learning",1027,1224,5,"02.A-Remote",14,"development",20
4,"guidelines to remote learning",1027,1224,5,"02.A-Remote",18,"vision",20
4,"guidelines to remote learning",1027,1224,8,"02.D-Remote (Strategies)",14,"development",20
4,"guidelines to remote learning",1027,1224,8,"02.D-Remote (Strategies)",18,"vision",20
4,"guidelines to remote learning",1027,1224,9,"02.E-Remote (Strategies: Vision)",14,"development",20
4,"guidelines to remote learning",1027,1224,9,"02.E-Remote (Strategies: Vision)",18,"vision",20
1,"paper-based material",1385,1644,5,"02.A-Remote",13,"distribution",20
1,"paper-based material",1385,1644,5,"02.A-Remote",19,"material",20
1,"paper-based material",1385,1644,8,"02.D-Remote (Strategies)",13,"distribution",20
1,"paper-based material",1385,1644,8,"02.D-Remote (Strategies)",19,"material",20
1,"paper-based material",1385,1644,9,"02.E-Remote (Strategies: Vision)",13,"distribution",20
1,"paper-based material",1385,1644,9,"02.E-Remote (Strategies: Vision)",19,"material",20
46,"learning platforms",1712,1963,5,"02.A-Remote",13,"distribution",20
46,"learning platforms",1712,1963,5,"02.A-Remote",14,"development",20
46,"learning platforms",1712,1963,5,"02.A-Remote",19,"material",20
46,"learning platforms",1712,1963,5,"02.A-Remote",20,"infrastructure",20
46,"learning platforms",1712,1963,8,"02.D-Remote (Strategies)",13,"distribution",20
46,"learning platforms",1712,1963,8,"02.D-Remote (Strategies)",14,"development",20
46,"learning platforms",1712,1963,8,"02.D-Remote (Strategies)",19,"material",20
46,"learning platforms",1712,1963,8,"02.D-Remote (Strategies)",20,"infrastructure",20
46,"learning platforms",1712,1963,9,"02.E-Remote (Strategies: Vision)",13,"distribution",20
46,"learning platforms",1712,1963,9,"02.E-Remote (Strategies: Vision)",14,"development",20
46,"learning platforms",1712,1963,9,"02.E-Remote (Strategies: Vision)",19,"material",20
46,"learning platforms",1712,1963,9,"02.E-Remote (Strategies: Vision)",20,"infrastructure",20
3,"learning mobile apps",2020,2169,5,"02.A-Remote",13,"distribution",20
3,"learning mobile apps",2020,2169,5,"02.A-Remote",14,"development",20
3,"learning mobile apps",2020,2169,5,"02.A-Remote",19,"material",20
3,"learning mobile apps",2020,2169,5,"02.A-Remote",20,"infrastructure",20
3,"learning mobile apps",2020,2169,8,"02.D-Remote (Strategies)",13,"distribution",20
3,"learning mobile apps",2020,2169,8,"02.D-Remote (Strategies)",14,"development",20
3,"learning mobile apps",2020,2169,8,"02.D-Remote (Strategies)",19,"material",20
3,"learning mobile apps",2020,2169,8,"02.D-Remote (Strategies)",20,"infrastructure",20
3,"learning mobile apps",2020,2169,9,"02.E-Remote (Strategies: Vision)",13,"distribution",20
3,"learning mobile apps",2020,2169,9,"02.E-Remote (Strategies: Vision)",14,"development",20
3,"learning mobile apps",2020,2169,9,"02.E-Remote (Strategies: Vision)",19,"material",20
3,"learning mobile apps",2020,2169,9,"02.E-Remote (Strategies: Vision)",20,"infrastructure",20
31,"training groups",2179,2373,5,"02.A-Remote",8,"training",20
31,"training groups",2179,2373,5,"02.A-Remote",15,"collaboration",20
31,"training groups",2179,2373,5,"02.A-Remote",17,"expertise",20
31,"training groups",2179,2373,8,"02.D-Remote (Strategies)",8,"training",20
31,"training groups",2179,2373,8,"02.D-Remote (Strategies)",15,"collaboration",20
31,"training groups",2179,2373,8,"02.D-Remote (Strategies)",17,"expertise",20
31,"training groups",2179,2373,9,"02.E-Remote (Strategies: Vision)",8,"training",20
31,"training groups",2179,2373,9,"02.E-Remote (Strategies: Vision)",15,"collaboration",20
31,"training groups",2179,2373,9,"02.E-Remote (Strategies: Vision)",17,"expertise",20
46,"learning platforms",2381,2649,5,"02.A-Remote",13,"distribution",20
46,"learning platforms",2381,2649,5,"02.A-Remote",14,"development",20
46,"learning platforms",2381,2649,5,"02.A-Remote",19,"material",20
46,"learning platforms",2381,2649,5,"02.A-Remote",20,"infrastructure",20
46,"learning platforms",2381,2649,8,"02.D-Remote (Strategies)",13,"distribution",20
46,"learning platforms",2381,2649,8,"02.D-Remote (Strategies)",14,"development",20
46,"learning platforms",2381,2649,8,"02.D-Remote (Strategies)",19,"material",20
46,"learning platforms",2381,2649,8,"02.D-Remote (Strategies)",20,"infrastructure",20
46,"learning platforms",2381,2649,9,"02.E-Remote (Strategies: Vision)",13,"distribution",20
46,"learning platforms",2381,2649,9,"02.E-Remote (Strategies: Vision)",14,"development",20
46,"learning platforms",2381,2649,9,"02.E-Remote (Strategies: Vision)",19,"material",20
46,"learning platforms",2381,2649,9,"02.E-Remote (Strategies: Vision)",20,"infrastructure",20
33,"trainning courses",2783,2793,5,"02.A-Remote",8,"training",20
33,"trainning courses",2783,2793,5,"02.A-Remote",13,"distribution",20
33,"trainning courses",2783,2793,5,"02.A-Remote",17,"expertise",20
33,"trainning courses",2783,2793,8,"02.D-Remote (Strategies)",8,"training",20
33,"trainning courses",2783,2793,8,"02.D-Remote (Strategies)",13,"distribution",20
33,"trainning courses",2783,2793,8,"02.D-Remote (Strategies)",17,"expertise",20
